ID,"FD URL","FD ID",Available
35719,https://www.funda.nl/koop/rotterdam/appartement-43490232-mathenesserdijk-294-b01/,43490232,"
     Beschikbaar"
35720,https://www.funda.nl/koop/rijswijk-zh/huis-43483737-delftweg-47/,43483737,"
     Beschikbaar"
35721,https://www.funda.nl/koop/amsterdam/appartement-43488317-sarphatipark-3-iv-a/,43488317,"
     Beschikbaar"
35722,https://www.funda.nl/detail/koop/dalen/huis-de-bente-10/43474094/,43474094,Beschikbaar
35723,https://www.funda.nl/detail/koop/breskens/huis-grote-kade-28/43471606/,43471606,Beschikbaar
35724,https://www.funda.nl/koop/scherpenisse/huis-43462799-lenteplein-2/,43462799,"
     Beschikbaar"
35725,https://www.funda.nl/koop/terneuzen/huis-43454730-burgemeester-geillstraat-3/,43454730,"
     Beschikbaar"
35726,https://www.funda.nl/koop/rotterdam/appartement-43453332-prins-hendrikstraat-12-d/,43453332,"
     Beschikbaar"
35727,https://www.funda.nl/detail/koop/breskens/huis-molenwater-26/42334904/,42334904,Beschikbaar
35728,https://www.funda.nl/koop/bergen-op-zoom/huis-42330850-bolwerk-noord-53/,42330850,"
     Beschikbaar"
35729,https://www.funda.nl/koop/beerta/huis-42322159-hoofdstraat-131/,42322159,"
     Beschikbaar"
35730,https://www.funda.nl/detail/koop/winschoten/huis-westerstraat-13/42328083/,42328083,Beschikbaar
35731,https://www.funda.nl/koop/venlo/huis-42326740-veldenseweg-160/,42326740,"
     Beschikbaar"
