ID,"FD URL","FD ID",Available
35311,https://www.funda.nl/koop/landsmeer/huis-43422691-meervalweg-70/,43422691,"
     Beschikbaar"
35312,https://www.funda.nl/koop/leeuwarden/huis-43421847-huizumerlaan-112/,43421847,"
     Beschikbaar"
35313,https://www.funda.nl/koop/hoofddorp/huis-43421752-maria-tesselschadelaan-59/,43421752,"
     Beschikbaar"
35315,https://www.funda.nl/koop/lelystad/huis-43429365-horst-11-44/,43429365,"
     Beschikbaar"
35316,https://www.funda.nl/detail/koop/aalten/huis-slaadijk-14/43428916/,43428916,Beschikbaar
35317,https://www.funda.nl/detail/koop/oldenzaal/huis-jwf-van-hartenstraat-47/43428716/,43428716,Beschikbaar
35318,https://www.funda.nl/koop/zuidzande/huis-43428618-mariastraat-10/,43428618,"
     Beschikbaar"
35319,https://www.funda.nl/detail/koop/velsen-noord/huis-geelvinckstraat-66/43428465/,43428465,Beschikbaar
35320,https://www.funda.nl/koop/zaandam/huis-43427164-schipbeek-17/,43427164,"
     Beschikbaar"
35321,https://www.funda.nl/detail/koop/raalte/huis-ceintuurbaan-2-a/43427803/,43427803,Beschikbaar
35322,https://www.funda.nl/koop/gouda/huis-43426012-turfmarkt-41/,43426012,"
     Beschikbaar"
35323,https://www.funda.nl/koop/den-haag/huis-43425336-doornstraat-10/,43425336,"
     Beschikbaar"
35324,https://www.funda.nl/detail/koop/rotterdam/huis-sterremos-11/43414396/,43414396,Beschikbaar
35325,https://www.funda.nl/koop/ellewoutsdijk/huis-43414138-zwinweg-1/,43414138,"
     Beschikbaar"
35326,https://www.funda.nl/detail/koop/gouda/huis-wilhelminastraat-54/43411536/,43411536,Beschikbaar
35327,https://www.funda.nl/koop/schiedam/huis-43411413-singel-155/,43411413,"
     Beschikbaar"
35328,https://www.funda.nl/detail/koop/zaandam/huis-oostzijde-386-d/43410736/,43410736,Beschikbaar
35329,https://www.funda.nl/koop/kantens/huis-43419807-langestraat-43/,43419807,"
     Beschikbaar"
35330,https://www.funda.nl/detail/koop/wijchen/huis-kraaijenberg-7231/43419636/,43419636,Beschikbaar
35331,https://www.funda.nl/koop/zwolle/huis-43418145-oosterlaan-17/,43418145,"
     Beschikbaar"
35332,https://www.funda.nl/koop/leiden/huis-43418686-van-den-brandelerkade-21/,43418686,"
     Beschikbaar"
35333,https://www.funda.nl/detail/koop/rotterdam/appartement-anatole-franceplaats-510/43417893/,43417893,Beschikbaar
35334,https://www.funda.nl/koop/apeldoorn/huis-43415850-welgelegenweg-24/,43415850,"
     Beschikbaar"
35335,https://www.funda.nl/detail/koop/zoetermeer/appartement-parijsstraat-169/43415766/,43415766,Beschikbaar
35336,https://www.funda.nl/koop/veldhoven/huis-43403843-sondervick-38/,43403843,"
     Beschikbaar"
35337,https://www.funda.nl/koop/schiedam/appartement-43402664-rotterdamsedijk-30-c/,43402664,"
     Beschikbaar"
35338,https://www.funda.nl/koop/raalte/huis-43401578-deventerstraat-41/,43401578,"
     Beschikbaar"
35339,https://www.funda.nl/koop/schijndel/huis-43401418-toon-bolsiusstraat-39/,43401418,"
     Beschikbaar"
35340,https://www.funda.nl/koop/middelburg/huis-43408330-schuttershofstraat-2/,43408330,"
     Beschikbaar"
35341,https://www.funda.nl/detail/koop/roermond/huis-burgemeester-beerenbroekstraat-50/43408976/,43408976,Beschikbaar
35342,https://www.funda.nl/koop/schagen/huis-43406142-dorpen-69/,43406142,"
     Beschikbaar"
35343,https://www.funda.nl/koop/hoofdplaat/huis-43494519-dorpsstraat-2/,43494519,"
     Beschikbaar"
35344,https://www.funda.nl/koop/delden/huis-43490488-marktstraat-9/,43490488,"
     Beschikbaar"
35345,https://www.funda.nl/koop/pernis-rotterdam/huis-43496243-ring-613/,43496243,"
     Beschikbaar"
35346,https://www.funda.nl/koop/vaassen/huis-43495882-eierstreekweg-19/,43495882,"
     Beschikbaar"
35347,https://www.funda.nl/koop/zoetermeer/huis-43489501-leiwater-13/,43489501,"
     Beschikbaar"
35348,https://www.funda.nl/koop/beverwijk/huis-43487869-van-der-palstraat-27/,43487869,"
     Beschikbaar"
35349,https://www.funda.nl/koop/hoogmade/huis-43486592-europaplantsoen-23/,43486592,"
     Beschikbaar"
35350,https://www.funda.nl/koop/bilthoven/appartement-43473071-bosuillaan-143-a/,43473071,"
     Beschikbaar"
35351,https://www.funda.nl/koop/st-willebrord/huis-43472269-pastoor-bastiaansensingel-69/,43472269,"
     Beschikbaar"
35352,https://www.funda.nl/koop/hengelo-ov/huis-43471273-oldenzaalsestraat-219/,43471273,"
     Beschikbaar"
35353,https://www.funda.nl/koop/hulsel/huis-43477178-de-hoef-5/,43477178,"
     Beschikbaar"
35354,https://www.funda.nl/detail/koop/heemskerk/huis-de-visserstraat-1-f/43476946/,43476946,Beschikbaar
35355,https://www.funda.nl/koop/bergeijk/huis-43476802-ekkerstraat-8/,43476802,"
     Beschikbaar"
35356,https://www.funda.nl/koop/boekel/huis-43461433-rutger-van-herpenstraat-43/,43461433,"
     Beschikbaar"
35357,https://www.funda.nl/koop/herpt/huis-43468013-luttelherptseweg-4-a/,43468013,"
     Beschikbaar"
35358,https://www.funda.nl/detail/koop/wildervank/huis-wildervanksterdallen-59/88708032/,88708032,Beschikbaar
35359,https://www.funda.nl/koop/epe/huis-42332198-jagtlustweg-15/,42332198,"
     Beschikbaar"
35360,https://www.funda.nl/koop/garyp/huis-42339087-eendrachtsweg-10/,42339087,"
     Beschikbaar"
35361,https://www.funda.nl/koop/velp-ge/huis-42320747-rembrandtlaan-32/,42320747,"
     Beschikbaar"
35362,https://www.funda.nl/koop/heiloo/huis-42329591-baetenburg-91/,42329591,"
     Beschikbaar"
35363,https://www.funda.nl/koop/breskens/huis-42319290-boulevard-63/,42319290,"
     Beschikbaar"
35364,https://www.funda.nl/koop/nieuweroord-gem-hoogeveen/huis-42318158-hoogeveensche-vaart-16/,42318158,"
     Beschikbaar"
